"record_set_num","block_id","record_id"
"1","2737","febrl4a-rec-311-org"
"2","2737","febrl4b-rec-311-dup-0"
"1","2738","febrl4a-rec-294-org"
"2","2738","febrl4b-rec-294-dup-0"
"1","2739","febrl4a-rec-1294-org"
"2","2739","febrl4b-rec-1294-dup-0"
"1","2740","febrl4a-rec-1294-org"
"2","2740","febrl4b-rec-1250-dup-0"
"1","2741","febrl4a-rec-1294-org"
"2","2741","febrl4b-rec-1152-dup-0"
"1","2742","febrl4a-rec-4716-org"
"2","2742","febrl4b-rec-4716-dup-0"
"1","2743","febrl4a-rec-2401-org"
"2","2743","febrl4b-rec-2401-dup-0"
"1","2744","febrl4a-rec-284-org"
"2","2744","febrl4b-rec-284-dup-0"
"1","2745","febrl4a-rec-3849-org"
"2","2745","febrl4b-rec-3849-dup-0"
"1","2746","febrl4a-rec-1989-org"
"2","2746","febrl4b-rec-1989-dup-0"
"1","2747","febrl4a-rec-3145-org"
"2","2747","febrl4b-rec-3145-dup-0"
"1","2748","febrl4a-rec-1383-org"
"2","2748","febrl4b-rec-1383-dup-0"
"1","2749","febrl4a-rec-2878-org"
"2","2749","febrl4b-rec-2878-dup-0"
"1","2750","febrl4a-rec-2536-org"
"2","2750","febrl4b-rec-2536-dup-0"
"1","2751","febrl4a-rec-3640-org"
"2","2751","febrl4b-rec-3640-dup-0"
"1","2752","febrl4a-rec-3924-org"
"2","2752","febrl4b-rec-3924-dup-0"
"1","2753","febrl4a-rec-1096-org"
"2","2753","febrl4b-rec-1096-dup-0"
"1","2754","febrl4a-rec-1899-org"
"2","2754","febrl4b-rec-1899-dup-0"
"1","2755","febrl4a-rec-2631-org"
"2","2755","febrl4b-rec-2631-dup-0"
"1","2756","febrl4a-rec-4428-org"
"2","2756","febrl4b-rec-4428-dup-0"
"1","2757","febrl4a-rec-3153-org"
"2","2757","febrl4b-rec-3153-dup-0"
"1","2758","febrl4a-rec-4664-org"
"2","2758","febrl4b-rec-4664-dup-0"
"1","2759","febrl4a-rec-3278-org"
"2","2759","febrl4b-rec-3278-dup-0"
"1","2760","febrl4a-rec-2599-org"
"2","2760","febrl4b-rec-2599-dup-0"
"1","2761","febrl4a-rec-4337-org"
"2","2761","febrl4b-rec-4337-dup-0"
"1","2762","febrl4a-rec-1011-org"
"2","2762","febrl4b-rec-1011-dup-0"
"1","2763","febrl4a-rec-1669-org"
"2","2763","febrl4b-rec-1669-dup-0"
"1","2764","febrl4a-rec-3621-org"
"2","2764","febrl4b-rec-3621-dup-0"
"1","2765","febrl4a-rec-4340-org"
"2","2765","febrl4b-rec-4340-dup-0"
"1","2766","febrl4a-rec-3305-org"
"2","2766","febrl4b-rec-3305-dup-0"
"1","2767","febrl4a-rec-3305-org"
"2","2767","febrl4b-rec-185-dup-0"
"1","2768","febrl4a-rec-603-org"
"2","2768","febrl4b-rec-603-dup-0"
"1","2769","febrl4a-rec-557-org"
"2","2769","febrl4b-rec-557-dup-0"
"1","2770","febrl4a-rec-2467-org"
"2","2770","febrl4b-rec-2467-dup-0"
"1","2771","febrl4a-rec-2667-org"
"2","2771","febrl4b-rec-2667-dup-0"
"1","2772","febrl4a-rec-4104-org"
"2","2772","febrl4b-rec-4104-dup-0"
"1","2773","febrl4a-rec-883-org"
"2","2773","febrl4b-rec-883-dup-0"
"1","2774","febrl4a-rec-3722-org"
"2","2774","febrl4b-rec-3722-dup-0"
"1","2775","febrl4a-rec-933-org"
"2","2775","febrl4b-rec-933-dup-0"
"1","2776","febrl4a-rec-933-org"
"2","2776","febrl4b-rec-252-dup-0"
"1","2777","febrl4a-rec-3893-org"
"2","2777","febrl4b-rec-3893-dup-0"
"1","2778","febrl4a-rec-2473-org"
"2","2778","febrl4b-rec-2473-dup-0"
"1","2779","febrl4a-rec-4950-org"
"2","2779","febrl4b-rec-4950-dup-0"
"1","2780","febrl4a-rec-389-org"
"2","2780","febrl4b-rec-389-dup-0"
"1","2781","febrl4a-rec-4413-org"
"2","2781","febrl4b-rec-4413-dup-0"
"1","2782","febrl4a-rec-4413-org"
"2","2782","febrl4b-rec-3612-dup-0"
"1","2783","febrl4a-rec-1809-org"
"2","2783","febrl4b-rec-1809-dup-0"
"1","2784","febrl4a-rec-1809-org"
"2","2784","febrl4b-rec-1960-dup-0"
"1","2785","febrl4a-rec-1809-org"
"2","2785","febrl4b-rec-2555-dup-0"
"1","2786","febrl4a-rec-3349-org"
"2","2786","febrl4b-rec-3349-dup-0"
"1","2787","febrl4a-rec-2700-org"
"2","2787","febrl4b-rec-2700-dup-0"
"1","2788","febrl4a-rec-2423-org"
"2","2788","febrl4b-rec-2423-dup-0"
"1","2789","febrl4a-rec-2423-org"
"2","2789","febrl4b-rec-4937-dup-0"
"1","2790","febrl4a-rec-117-org"
"2","2790","febrl4b-rec-117-dup-0"
"1","2791","febrl4a-rec-2657-org"
"2","2791","febrl4b-rec-2657-dup-0"
"1","2792","febrl4a-rec-4971-org"
"2","2792","febrl4b-rec-4971-dup-0"
"1","2793","febrl4a-rec-3373-org"
"2","2793","febrl4b-rec-3373-dup-0"
"1","2794","febrl4a-rec-3373-org"
"2","2794","febrl4b-rec-1325-dup-0"
"1","2795","febrl4a-rec-2489-org"
"2","2795","febrl4b-rec-2489-dup-0"
"1","2796","febrl4a-rec-1382-org"
"2","2796","febrl4b-rec-1382-dup-0"
"1","2797","febrl4a-rec-3499-org"
"2","2797","febrl4b-rec-3499-dup-0"
"1","2798","febrl4a-rec-4314-org"
"2","2798","febrl4b-rec-4314-dup-0"
"1","2799","febrl4a-rec-2798-org"
"2","2799","febrl4b-rec-2798-dup-0"
"1","2800","febrl4a-rec-3405-org"
"2","2800","febrl4b-rec-3405-dup-0"
"1","2801","febrl4a-rec-1911-org"
"2","2801","febrl4b-rec-1911-dup-0"
"1","2802","febrl4a-rec-2462-org"
"2","2802","febrl4b-rec-2462-dup-0"
"1","2803","febrl4a-rec-3279-org"
"2","2803","febrl4b-rec-3279-dup-0"
"1","2804","febrl4a-rec-3535-org"
"2","2804","febrl4b-rec-3535-dup-0"
"1","2805","febrl4a-rec-1722-org"
"2","2805","febrl4b-rec-1722-dup-0"
"1","2806","febrl4a-rec-589-org"
"2","2806","febrl4b-rec-589-dup-0"
"1","2807","febrl4a-rec-4949-org"
"2","2807","febrl4b-rec-4949-dup-0"
"1","2808","febrl4a-rec-1493-org"
"2","2808","febrl4b-rec-1493-dup-0"
"1","2809","febrl4a-rec-2070-org"
"2","2809","febrl4b-rec-2070-dup-0"
"1","2810","febrl4a-rec-2070-org"
"2","2810","febrl4b-rec-4857-dup-0"
"1","2811","febrl4a-rec-4767-org"
"2","2811","febrl4b-rec-4767-dup-0"
"1","2812","febrl4a-rec-4767-org"
"2","2812","febrl4b-rec-3412-dup-0"
"1","2813","febrl4a-rec-3268-org"
"2","2813","febrl4b-rec-3268-dup-0"
"1","2814","febrl4a-rec-3268-org"
"2","2814","febrl4b-rec-4337-dup-0"
"1","2815","febrl4a-rec-1708-org"
"2","2815","febrl4b-rec-1708-dup-0"
"1","2816","febrl4a-rec-931-org"
"2","2816","febrl4b-rec-931-dup-0"
"1","2817","febrl4a-rec-3534-org"
"2","2817","febrl4b-rec-3534-dup-0"
"1","2818","febrl4a-rec-8-org"
"2","2818","febrl4b-rec-8-dup-0"
"1","2819","febrl4a-rec-1728-org"
"2","2819","febrl4b-rec-1728-dup-0"
"1","2820","febrl4a-rec-2626-org"
"2","2820","febrl4b-rec-2626-dup-0"
"1","2821","febrl4a-rec-3189-org"
"2","2821","febrl4b-rec-3189-dup-0"
"1","2822","febrl4a-rec-3189-org"
"2","2822","febrl4b-rec-3280-dup-0"
"1","2823","febrl4a-rec-2402-org"
"2","2823","febrl4b-rec-2402-dup-0"
"1","2824","febrl4a-rec-754-org"
"2","2824","febrl4b-rec-754-dup-0"
"1","2825","febrl4a-rec-724-org"
"2","2825","febrl4b-rec-724-dup-0"
"1","2826","febrl4a-rec-2913-org"
"2","2826","febrl4b-rec-2913-dup-0"
"1","2827","febrl4a-rec-665-org"
"2","2827","febrl4b-rec-665-dup-0"
"1","2828","febrl4a-rec-1144-org"
"2","2828","febrl4b-rec-1144-dup-0"
"1","2829","febrl4a-rec-462-org"
"2","2829","febrl4b-rec-462-dup-0"
"1","2830","febrl4a-rec-1476-org"
"2","2830","febrl4b-rec-1476-dup-0"
"1","2831","febrl4a-rec-1476-org"
"2","2831","febrl4b-rec-4061-dup-0"
"1","2832","febrl4a-rec-127-org"
"2","2832","febrl4b-rec-127-dup-0"
"1","2833","febrl4a-rec-127-org"
"2","2833","febrl4b-rec-1958-dup-0"
"1","2834","febrl4a-rec-1222-org"
"2","2834","febrl4b-rec-1222-dup-0"
"1","2835","febrl4a-rec-1393-org"
"2","2835","febrl4b-rec-1393-dup-0"
"1","2836","febrl4a-rec-1393-org"
"2","2836","febrl4b-rec-448-dup-0"
"1","2837","febrl4a-rec-3659-org"
"2","2837","febrl4b-rec-3659-dup-0"
"1","2838","febrl4a-rec-1191-org"
"2","2838","febrl4b-rec-1191-dup-0"
"1","2839","febrl4a-rec-2689-org"
"2","2839","febrl4b-rec-2689-dup-0"
"1","2840","febrl4a-rec-4672-org"
"2","2840","febrl4b-rec-4672-dup-0"
"1","2841","febrl4a-rec-1855-org"
"2","2841","febrl4b-rec-1855-dup-0"
"1","2842","febrl4a-rec-4421-org"
"2","2842","febrl4b-rec-4421-dup-0"
"1","2843","febrl4a-rec-4421-org"
"2","2843","febrl4b-rec-4089-dup-0"
"1","2844","febrl4a-rec-2831-org"
"2","2844","febrl4b-rec-2831-dup-0"
"1","2845","febrl4a-rec-2884-org"
"2","2845","febrl4b-rec-2884-dup-0"
"1","2846","febrl4a-rec-4919-org"
"2","2846","febrl4b-rec-4919-dup-0"
"1","2847","febrl4a-rec-4919-org"
"2","2847","febrl4b-rec-2429-dup-0"
"1","2848","febrl4a-rec-4024-org"
"2","2848","febrl4b-rec-4024-dup-0"
"1","2849","febrl4a-rec-2001-org"
"2","2849","febrl4b-rec-2001-dup-0"
"1","2850","febrl4a-rec-2001-org"
"2","2850","febrl4b-rec-371-dup-0"
"1","2851","febrl4a-rec-4649-org"
"2","2851","febrl4b-rec-4649-dup-0"
"1","2852","febrl4a-rec-4649-org"
"2","2852","febrl4b-rec-3903-dup-0"
"1","2853","febrl4a-rec-4111-org"
"2","2853","febrl4b-rec-4111-dup-0"
"1","2854","febrl4a-rec-588-org"
"2","2854","febrl4b-rec-588-dup-0"
"1","2855","febrl4a-rec-4103-org"
"2","2855","febrl4b-rec-4103-dup-0"
"1","2856","febrl4a-rec-1005-org"
"2","2856","febrl4b-rec-1005-dup-0"
"1","2857","febrl4a-rec-1796-org"
"2","2857","febrl4b-rec-1796-dup-0"
"1","2858","febrl4a-rec-4320-org"
"2","2858","febrl4b-rec-4320-dup-0"
"1","2859","febrl4a-rec-2109-org"
"2","2859","febrl4b-rec-2109-dup-0"
"1","2860","febrl4a-rec-3759-org"
"2","2860","febrl4b-rec-3759-dup-0"
"1","2861","febrl4a-rec-2381-org"
"2","2861","febrl4b-rec-2381-dup-0"
"1","2862","febrl4a-rec-3975-org"
"2","2862","febrl4b-rec-3975-dup-0"
"1","2863","febrl4a-rec-3197-org"
"2","2863","febrl4b-rec-3197-dup-0"
"1","2864","febrl4a-rec-3197-org"
"2","2864","febrl4b-rec-876-dup-0"
"1","2865","febrl4a-rec-84-org"
"2","2865","febrl4b-rec-84-dup-0"
"1","2866","febrl4a-rec-77-org"
"2","2866","febrl4b-rec-77-dup-0"
"1","2867","febrl4a-rec-77-org"
"2","2867","febrl4b-rec-2469-dup-0"
"1","2868","febrl4a-rec-1026-org"
"2","2868","febrl4b-rec-1026-dup-0"
"1","2869","febrl4a-rec-2300-org"
"2","2869","febrl4b-rec-2300-dup-0"
"1","2870","febrl4a-rec-2145-org"
"2","2870","febrl4b-rec-2145-dup-0"
"1","2871","febrl4a-rec-1677-org"
"2","2871","febrl4b-rec-1677-dup-0"
"1","2872","febrl4a-rec-4669-org"
"2","2872","febrl4b-rec-4669-dup-0"
"1","2873","febrl4a-rec-2268-org"
"2","2873","febrl4b-rec-172-dup-0"
"1","2874","febrl4a-rec-2268-org"
"2","2874","febrl4b-rec-2268-dup-0"
"1","2875","febrl4a-rec-2516-org"
"2","2875","febrl4b-rec-2516-dup-0"
"1","2876","febrl4a-rec-2590-org"
"2","2876","febrl4b-rec-2590-dup-0"
"1","2877","febrl4a-rec-1474-org"
"2","2877","febrl4b-rec-1474-dup-0"
"1","2878","febrl4a-rec-108-org"
"2","2878","febrl4b-rec-108-dup-0"
"1","2879","febrl4a-rec-2122-org"
"2","2879","febrl4b-rec-2122-dup-0"
"1","2880","febrl4a-rec-658-org"
"2","2880","febrl4b-rec-658-dup-0"
"1","2881","febrl4a-rec-3282-org"
"2","2881","febrl4b-rec-3282-dup-0"
"1","2882","febrl4a-rec-1982-org"
"2","2882","febrl4b-rec-1982-dup-0"
"1","2883","febrl4a-rec-2654-org"
"2","2883","febrl4b-rec-2654-dup-0"
"1","2884","febrl4a-rec-2422-org"
"2","2884","febrl4b-rec-2422-dup-0"
"1","2885","febrl4a-rec-2422-org"
"2","2885","febrl4b-rec-4455-dup-0"
"1","2886","febrl4a-rec-1719-org"
"2","2886","febrl4b-rec-1719-dup-0"
"1","2887","febrl4a-rec-2566-org"
"2","2887","febrl4b-rec-2566-dup-0"
"1","2888","febrl4a-rec-4448-org"
"2","2888","febrl4b-rec-4448-dup-0"
"1","2889","febrl4a-rec-3675-org"
"2","2889","febrl4b-rec-3675-dup-0"
"1","2890","febrl4a-rec-3690-org"
"2","2890","febrl4b-rec-3690-dup-0"
"1","2891","febrl4a-rec-2757-org"
"2","2891","febrl4b-rec-2757-dup-0"
"1","2892","febrl4a-rec-3261-org"
"2","2892","febrl4b-rec-3261-dup-0"
"1","2893","febrl4a-rec-3261-org"
"2","2893","febrl4b-rec-1239-dup-0"
"1","2894","febrl4a-rec-1182-org"
"2","2894","febrl4b-rec-1182-dup-0"
"1","2895","febrl4a-rec-4572-org"
"2","2895","febrl4b-rec-4572-dup-0"
"1","2896","febrl4a-rec-4401-org"
"2","2896","febrl4b-rec-4401-dup-0"
"1","2897","febrl4a-rec-3683-org"
"2","2897","febrl4b-rec-3683-dup-0"
"1","2898","febrl4a-rec-3953-org"
"2","2898","febrl4b-rec-3953-dup-0"
"1","2899","febrl4a-rec-1598-org"
"2","2899","febrl4b-rec-1598-dup-0"
"1","2900","febrl4a-rec-640-org"
"2","2900","febrl4b-rec-640-dup-0"
"1","2901","febrl4a-rec-4173-org"
"2","2901","febrl4b-rec-4173-dup-0"
"1","2902","febrl4a-rec-1815-org"
"2","2902","febrl4b-rec-1815-dup-0"
"1","2903","febrl4a-rec-2944-org"
"2","2903","febrl4b-rec-2944-dup-0"
"1","2904","febrl4a-rec-2944-org"
"2","2904","febrl4b-rec-3039-dup-0"
"1","2905","febrl4a-rec-314-org"
"2","2905","febrl4b-rec-314-dup-0"
"1","2906","febrl4a-rec-1958-org"
"2","2906","febrl4b-rec-1958-dup-0"
"1","2907","febrl4a-rec-230-org"
"2","2907","febrl4b-rec-230-dup-0"
"1","2908","febrl4a-rec-3620-org"
"2","2908","febrl4b-rec-3620-dup-0"
"1","2909","febrl4a-rec-1587-org"
"2","2909","febrl4b-rec-1587-dup-0"
"1","2910","febrl4a-rec-2361-org"
"2","2910","febrl4b-rec-2361-dup-0"
"1","2911","febrl4a-rec-2361-org"
"2","2911","febrl4b-rec-943-dup-0"
"1","2912","febrl4a-rec-4789-org"
"2","2912","febrl4b-rec-4789-dup-0"
"1","2913","febrl4a-rec-2718-org"
"2","2913","febrl4b-rec-2718-dup-0"
"1","2914","febrl4a-rec-2718-org"
"2","2914","febrl4b-rec-4199-dup-0"
"1","2915","febrl4a-rec-1136-org"
"2","2915","febrl4b-rec-1136-dup-0"
"1","2916","febrl4a-rec-650-org"
"2","2916","febrl4b-rec-650-dup-0"
"1","2917","febrl4a-rec-2315-org"
"2","2917","febrl4b-rec-2315-dup-0"
"1","2918","febrl4a-rec-3736-org"
"2","2918","febrl4b-rec-3736-dup-0"
"1","2919","febrl4a-rec-1778-org"
"2","2919","febrl4b-rec-1778-dup-0"
"1","2920","febrl4a-rec-1370-org"
"2","2920","febrl4b-rec-1370-dup-0"
"1","2921","febrl4a-rec-1535-org"
"2","2921","febrl4b-rec-1535-dup-0"
"1","2922","febrl4a-rec-4921-org"
"2","2922","febrl4b-rec-4921-dup-0"
"1","2923","febrl4a-rec-3958-org"
"2","2923","febrl4b-rec-3958-dup-0"
"1","2924","febrl4a-rec-3401-org"
"2","2924","febrl4b-rec-3401-dup-0"
"1","2925","febrl4a-rec-4711-org"
"2","2925","febrl4b-rec-4711-dup-0"
"1","2926","febrl4a-rec-4335-org"
"2","2926","febrl4b-rec-4335-dup-0"
"1","2927","febrl4a-rec-2861-org"
"2","2927","febrl4b-rec-2861-dup-0"
"1","2928","febrl4a-rec-4588-org"
"2","2928","febrl4b-rec-4588-dup-0"
"1","2929","febrl4a-rec-1939-org"
"2","2929","febrl4b-rec-1939-dup-0"
"1","2930","febrl4a-rec-1609-org"
"2","2930","febrl4b-rec-1609-dup-0"
"1","2931","febrl4a-rec-1609-org"
"2","2931","febrl4b-rec-3670-dup-0"
"1","2932","febrl4a-rec-4791-org"
"2","2932","febrl4b-rec-4791-dup-0"
"1","2933","febrl4a-rec-4791-org"
"2","2933","febrl4b-rec-3225-dup-0"
"1","2934","febrl4a-rec-4791-org"
"2","2934","febrl4b-rec-4313-dup-0"
"1","2935","febrl4a-rec-2428-org"
"2","2935","febrl4b-rec-2428-dup-0"
"1","2936","febrl4a-rec-969-org"
"2","2936","febrl4b-rec-969-dup-0"
"1","2937","febrl4a-rec-3394-org"
"2","2937","febrl4b-rec-3394-dup-0"
"1","2938","febrl4a-rec-4725-org"
"2","2938","febrl4b-rec-4725-dup-0"
"1","2939","febrl4a-rec-4725-org"
"2","2939","febrl4b-rec-3389-dup-0"
"1","2940","febrl4a-rec-4621-org"
"2","2940","febrl4b-rec-4621-dup-0"
"1","2941","febrl4a-rec-2691-org"
"2","2941","febrl4b-rec-2691-dup-0"
"1","2942","febrl4a-rec-4370-org"
"2","2942","febrl4b-rec-4370-dup-0"
"1","2943","febrl4a-rec-4370-org"
"2","2943","febrl4b-rec-3358-dup-0"
"1","2944","febrl4a-rec-1532-org"
"2","2944","febrl4b-rec-1532-dup-0"
"1","2945","febrl4a-rec-217-org"
"2","2945","febrl4b-rec-217-dup-0"
"1","2946","febrl4a-rec-3841-org"
"2","2946","febrl4b-rec-3841-dup-0"
"1","2947","febrl4a-rec-1497-org"
"2","2947","febrl4b-rec-1497-dup-0"
"1","2948","febrl4a-rec-900-org"
"2","2948","febrl4b-rec-900-dup-0"
"1","2949","febrl4a-rec-4474-org"
"2","2949","febrl4b-rec-4474-dup-0"
"1","2950","febrl4a-rec-2004-org"
"2","2950","febrl4b-rec-2004-dup-0"
"1","2951","febrl4a-rec-540-org"
"2","2951","febrl4b-rec-540-dup-0"
"1","2952","febrl4a-rec-1856-org"
"2","2952","febrl4b-rec-1856-dup-0"
"1","2953","febrl4a-rec-4524-org"
"2","2953","febrl4b-rec-4524-dup-0"
"1","2954","febrl4a-rec-3761-org"
"2","2954","febrl4b-rec-3761-dup-0"
"1","2955","febrl4a-rec-1329-org"
"2","2955","febrl4b-rec-1329-dup-0"
"1","2956","febrl4a-rec-2523-org"
"2","2956","febrl4b-rec-2523-dup-0"
"1","2957","febrl4a-rec-4606-org"
"2","2957","febrl4b-rec-4606-dup-0"
"1","2958","febrl4a-rec-4018-org"
"2","2958","febrl4b-rec-4018-dup-0"
"1","2959","febrl4a-rec-2920-org"
"2","2959","febrl4b-rec-2920-dup-0"
"1","2960","febrl4a-rec-2920-org"
"2","2960","febrl4b-rec-1560-dup-0"
"1","2961","febrl4a-rec-3638-org"
"2","2961","febrl4b-rec-3638-dup-0"
"1","2962","febrl4a-rec-654-org"
"2","2962","febrl4b-rec-654-dup-0"
"1","2963","febrl4a-rec-4357-org"
"2","2963","febrl4b-rec-4357-dup-0"
"1","2964","febrl4a-rec-833-org"
"2","2964","febrl4b-rec-833-dup-0"
"1","2965","febrl4a-rec-3927-org"
"2","2965","febrl4b-rec-3927-dup-0"
"1","2966","febrl4a-rec-366-org"
"2","2966","febrl4b-rec-366-dup-0"
"1","2967","febrl4a-rec-3429-org"
"2","2967","febrl4b-rec-3429-dup-0"
"1","2968","febrl4a-rec-3429-org"
"2","2968","febrl4b-rec-68-dup-0"
"1","2969","febrl4a-rec-2158-org"
"2","2969","febrl4b-rec-2158-dup-0"
"1","2970","febrl4a-rec-328-org"
"2","2970","febrl4b-rec-328-dup-0"
"1","2971","febrl4a-rec-500-org"
"2","2971","febrl4b-rec-500-dup-0"
"1","2972","febrl4a-rec-500-org"
"2","2972","febrl4b-rec-1434-dup-0"
"1","2973","febrl4a-rec-1794-org"
"2","2973","febrl4b-rec-1794-dup-0"
"1","2974","febrl4a-rec-1794-org"
"2","2974","febrl4b-rec-2016-dup-0"
"1","2975","febrl4a-rec-2476-org"
"2","2975","febrl4b-rec-2476-dup-0"
"1","2976","febrl4a-rec-2498-org"
"2","2976","febrl4b-rec-2498-dup-0"
"1","2977","febrl4a-rec-1837-org"
"2","2977","febrl4b-rec-1837-dup-0"
"1","2978","febrl4a-rec-1837-org"
"2","2978","febrl4b-rec-4948-dup-0"
"1","2979","febrl4a-rec-948-org"
"2","2979","febrl4b-rec-948-dup-0"
"1","2980","febrl4a-rec-985-org"
"2","2980","febrl4b-rec-985-dup-0"
"1","2981","febrl4a-rec-2840-org"
"2","2981","febrl4b-rec-2840-dup-0"
"1","2982","febrl4a-rec-2840-org"
"2","2982","febrl4b-rec-3038-dup-0"
"1","2983","febrl4a-rec-4814-org"
"2","2983","febrl4b-rec-4814-dup-0"
"1","2984","febrl4a-rec-3275-org"
"2","2984","febrl4b-rec-3275-dup-0"
"1","2985","febrl4a-rec-3606-org"
"2","2985","febrl4b-rec-3606-dup-0"
"1","2986","febrl4a-rec-1246-org"
"2","2986","febrl4b-rec-1246-dup-0"
"1","2987","febrl4a-rec-694-org"
"2","2987","febrl4b-rec-694-dup-0"
"1","2988","febrl4a-rec-459-org"
"2","2988","febrl4b-rec-459-dup-0"
"1","2989","febrl4a-rec-497-org"
"2","2989","febrl4b-rec-497-dup-0"
"1","2990","febrl4a-rec-2021-org"
"2","2990","febrl4b-rec-2021-dup-0"
"1","2991","febrl4a-rec-2321-org"
"2","2991","febrl4b-rec-2321-dup-0"
"1","2992","febrl4a-rec-393-org"
"2","2992","febrl4b-rec-393-dup-0"
"1","2993","febrl4a-rec-393-org"
"2","2993","febrl4b-rec-2337-dup-0"
"1","2994","febrl4a-rec-3225-org"
"2","2994","febrl4b-rec-3225-dup-0"
"1","2995","febrl4a-rec-219-org"
"2","2995","febrl4b-rec-219-dup-0"
"1","2996","febrl4a-rec-4698-org"
"2","2996","febrl4b-rec-4698-dup-0"
"1","2997","febrl4a-rec-4212-org"
"2","2997","febrl4b-rec-4212-dup-0"
"1","2998","febrl4a-rec-4793-org"
"2","2998","febrl4b-rec-4793-dup-0"
"1","2999","febrl4a-rec-2133-org"
"2","2999","febrl4b-rec-2133-dup-0"
"1","3000","febrl4a-rec-1772-org"
"2","3000","febrl4b-rec-1772-dup-0"
"1","3001","febrl4a-rec-3302-org"
"2","3001","febrl4b-rec-3302-dup-0"
"1","3002","febrl4a-rec-2450-org"
"2","3002","febrl4b-rec-2450-dup-0"
"1","3003","febrl4a-rec-855-org"
"2","3003","febrl4b-rec-855-dup-0"
"1","3004","febrl4a-rec-629-org"
"2","3004","febrl4b-rec-629-dup-0"
"1","3005","febrl4a-rec-2081-org"
"2","3005","febrl4b-rec-2081-dup-0"
"1","3006","febrl4a-rec-2081-org"
"2","3006","febrl4b-rec-4804-dup-0"
"1","3007","febrl4a-rec-3922-org"
"2","3007","febrl4b-rec-3922-dup-0"
"1","3008","febrl4a-rec-1885-org"
"2","3008","febrl4b-rec-1885-dup-0"
"1","3009","febrl4a-rec-3733-org"
"2","3009","febrl4b-rec-3733-dup-0"
"1","3010","febrl4a-rec-3466-org"
"2","3010","febrl4b-rec-3466-dup-0"
"1","3011","febrl4a-rec-828-org"
"2","3011","febrl4b-rec-828-dup-0"
"1","3012","febrl4a-rec-4753-org"
"2","3012","febrl4b-rec-4753-dup-0"
"1","3013","febrl4a-rec-4753-org"
"2","3013","febrl4b-rec-2395-dup-0"
"1","3014","febrl4a-rec-2149-org"
"2","3014","febrl4b-rec-2149-dup-0"
"1","3015","febrl4a-rec-4536-org"
"2","3015","febrl4b-rec-4536-dup-0"
"1","3016","febrl4a-rec-3823-org"
"2","3016","febrl4b-rec-3823-dup-0"
"1","3017","febrl4a-rec-4407-org"
"2","3017","febrl4b-rec-4407-dup-0"
"1","3018","febrl4a-rec-4407-org"
"2","3018","febrl4b-rec-299-dup-0"
"1","3019","febrl4a-rec-3468-org"
"2","3019","febrl4b-rec-3468-dup-0"
"1","3020","febrl4a-rec-3055-org"
"2","3020","febrl4b-rec-3055-dup-0"
"1","3021","febrl4a-rec-15-org"
"2","3021","febrl4b-rec-15-dup-0"
"1","3022","febrl4a-rec-4468-org"
"2","3022","febrl4b-rec-4468-dup-0"
"1","3023","febrl4a-rec-4102-org"
"2","3023","febrl4b-rec-4102-dup-0"
"1","3024","febrl4a-rec-3419-org"
"2","3024","febrl4b-rec-3419-dup-0"
"1","3025","febrl4a-rec-1487-org"
"2","3025","febrl4b-rec-1487-dup-0"
"1","3026","febrl4a-rec-4155-org"
"2","3026","febrl4b-rec-4155-dup-0"
"1","3027","febrl4a-rec-3501-org"
"2","3027","febrl4b-rec-3501-dup-0"
"1","3028","febrl4a-rec-1623-org"
"2","3028","febrl4b-rec-1623-dup-0"
"1","3029","febrl4a-rec-1242-org"
"2","3029","febrl4b-rec-1242-dup-0"
"1","3030","febrl4a-rec-4351-org"
"2","3030","febrl4b-rec-4351-dup-0"
"1","3031","febrl4a-rec-4038-org"
"2","3031","febrl4b-rec-4038-dup-0"
"1","3032","febrl4a-rec-4038-org"
"2","3032","febrl4b-rec-1240-dup-0"
"1","3033","febrl4a-rec-3480-org"
"2","3033","febrl4b-rec-3480-dup-0"
"1","3034","febrl4a-rec-4855-org"
"2","3034","febrl4b-rec-4855-dup-0"
"1","3035","febrl4a-rec-297-org"
"2","3035","febrl4b-rec-297-dup-0"
"1","3036","febrl4a-rec-634-org"
"2","3036","febrl4b-rec-634-dup-0"
"1","3037","febrl4a-rec-4372-org"
"2","3037","febrl4b-rec-4372-dup-0"
"1","3038","febrl4a-rec-3297-org"
"2","3038","febrl4b-rec-3297-dup-0"
"1","3039","febrl4a-rec-1425-org"
"2","3039","febrl4b-rec-1425-dup-0"
"1","3040","febrl4a-rec-307-org"
"2","3040","febrl4b-rec-307-dup-0"
"1","3041","febrl4a-rec-4044-org"
"2","3041","febrl4b-rec-4044-dup-0"
"1","3042","febrl4a-rec-1994-org"
"2","3042","febrl4b-rec-1994-dup-0"
"1","3043","febrl4a-rec-1994-org"
"2","3043","febrl4b-rec-2313-dup-0"
"1","3044","febrl4a-rec-369-org"
"2","3044","febrl4b-rec-369-dup-0"
"1","3045","febrl4a-rec-932-org"
"2","3045","febrl4b-rec-932-dup-0"
"1","3046","febrl4a-rec-966-org"
"2","3046","febrl4b-rec-966-dup-0"
"1","3047","febrl4a-rec-2288-org"
"2","3047","febrl4b-rec-2288-dup-0"
"1","3048","febrl4a-rec-512-org"
"2","3048","febrl4b-rec-512-dup-0"
"1","3049","febrl4a-rec-512-org"
"2","3049","febrl4b-rec-616-dup-0"
"1","3050","febrl4a-rec-49-org"
