record id 1,record id 2,confidence score,link type
febrl4a-rec-330-org,febrl4b-rec-330-dup-0,1.0,dup
febrl4a-rec-33-org,febrl4b-rec-33-dup-0,1.0,dup
febrl4a-rec-3299-org,febrl4b-rec-3299-dup-0,1.0,dup
febrl4a-rec-3298-org,febrl4b-rec-3298-dup-0,1.0,dup
febrl4a-rec-3297-org,febrl4b-rec-3297-dup-0,1.0,dup
febrl4a-rec-3296-org,febrl4b-rec-3296-dup-0,1.0,dup
febrl4a-rec-3295-org,febrl4b-rec-3295-dup-0,1.0,dup
febrl4a-rec-3294-org,febrl4b-rec-3294-dup-0,1.0,dup
febrl4a-rec-3293-org,febrl4b-rec-3293-dup-0,1.0,dup
febrl4a-rec-3292-org,febrl4b-rec-3292-dup-0,1.0,dup
febrl4a-rec-3291-org,febrl4b-rec-3291-dup-0,1.0,dup
febrl4a-rec-3290-org,febrl4b-rec-3290-dup-0,1.0,dup
febrl4a-rec-329-org,febrl4b-rec-329-dup-0,1.0,dup
febrl4a-rec-3289-org,febrl4b-rec-3289-dup-0,1.0,dup
febrl4a-rec-3288-org,febrl4b-rec-3288-dup-0,1.0,dup
febrl4a-rec-3287-org,febrl4b-rec-3287-dup-0,1.0,dup
febrl4a-rec-3286-org,febrl4b-rec-3286-dup-0,1.0,dup
febrl4a-rec-3285-org,febrl4b-rec-3285-dup-0,1.0,dup
febrl4a-rec-3284-org,febrl4b-rec-3284-dup-0,1.0,dup
febrl4a-rec-3283-org,febrl4b-rec-3283-dup-0,1.0,dup
febrl4a-rec-3282-org,febrl4b-rec-3282-dup-0,1.0,dup
febrl4a-rec-3281-org,febrl4b-rec-3281-dup-0,1.0,dup
febrl4a-rec-3280-org,febrl4b-rec-3280-dup-0,1.0,dup
febrl4a-rec-328-org,febrl4b-rec-328-dup-0,1.0,dup
febrl4a-rec-3279-org,febrl4b-rec-3279-dup-0,1.0,dup
febrl4a-rec-3278-org,febrl4b-rec-3278-dup-0,1.0,dup
febrl4a-rec-3277-org,febrl4b-rec-3277-dup-0,1.0,dup
febrl4a-rec-3276-org,febrl4b-rec-3276-dup-0,1.0,dup
febrl4a-rec-3275-org,febrl4b-rec-3275-dup-0,1.0,dup
febrl4a-rec-3274-org,febrl4b-rec-3274-dup-0,1.0,dup
febrl4a-rec-3273-org,febrl4b-rec-3273-dup-0,1.0,dup
febrl4a-rec-3272-org,febrl4b-rec-3272-dup-0,1.0,dup
febrl4a-rec-3271-org,febrl4b-rec-3271-dup-0,1.0,dup
febrl4a-rec-3270-org,febrl4b-rec-3270-dup-0,1.0,dup
febrl4a-rec-327-org,febrl4b-rec-327-dup-0,1.0,dup
febrl4a-rec-3269-org,febrl4b-rec-3269-dup-0,1.0,dup
febrl4a-rec-3268-org,febrl4b-rec-3268-dup-0,1.0,dup
febrl4a-rec-3267-org,febrl4b-rec-3267-dup-0,1.0,dup
febrl4a-rec-3266-org,febrl4b-rec-3266-dup-0,1.0,dup
febrl4a-rec-3265-org,febrl4b-rec-3265-dup-0,1.0,dup
febrl4a-rec-3264-org,febrl4b-rec-3264-dup-0,1.0,dup
febrl4a-rec-3263-org,febrl4b-rec-3263-dup-0,1.0,dup
febrl4a-rec-3262-org,febrl4b-rec-3262-dup-0,1.0,dup
febrl4a-rec-3261-org,febrl4b-rec-3261-dup-0,1.0,dup
febrl4a-rec-3260-org,febrl4b-rec-3260-dup-0,1.0,dup
febrl4a-rec-326-org,febrl4b-rec-326-dup-0,1.0,dup
febrl4a-rec-3259-org,febrl4b-rec-3259-dup-0,1.0,dup
febrl4a-rec-3258-org,febrl4b-rec-3258-dup-0,1.0,dup
febrl4a-rec-3257-org,febrl4b-rec-3257-dup-0,1.0,dup
febrl4a-rec-3256-org,febrl4b-rec-3256-dup-0,1.0,dup
febrl4a-rec-3255-org,febrl4b-rec-3255-dup-0,1.0,dup
febrl4a-rec-3254-org,febrl4b-rec-3254-dup-0,1.0,dup
febrl4a-rec-3253-org,febrl4b-rec-3253-dup-0,1.0,dup
febrl4a-rec-3252-org,febrl4b-rec-3252-dup-0,1.0,dup
febrl4a-rec-3251-org,febrl4b-rec-3251-dup-0,1.0,dup
febrl4a-rec-3250-org,febrl4b-rec-3250-dup-0,1.0,dup
febrl4a-rec-325-org,febrl4b-rec-325-dup-0,1.0,dup
febrl4a-rec-3249-org,febrl4b-rec-3249-dup-0,1.0,dup
febrl4a-rec-3248-org,febrl4b-rec-3248-dup-0,1.0,dup
febrl4a-rec-3247-org,febrl4b-rec-3247-dup-0,1.0,dup
febrl4a-rec-3246-org,febrl4b-rec-3246-dup-0,1.0,dup
febrl4a-rec-3245-org,febrl4b-rec-3245-dup-0,1.0,dup
febrl4a-rec-3244-org,febrl4b-rec-3244-dup-0,1.0,dup
febrl4a-rec-3243-org,febrl4b-rec-3243-dup-0,1.0,dup
febrl4a-rec-3242-org,febrl4b-rec-3242-dup-0,1.0,dup
febrl4a-rec-3241-org,febrl4b-rec-3241-dup-0,1.0,dup
febrl4a-rec-3240-org,febrl4b-rec-3240-dup-0,1.0,dup
febrl4a-rec-324-org,febrl4b-rec-324-dup-0,1.0,dup
febrl4a-rec-3239-org,febrl4b-rec-3239-dup-0,1.0,dup
febrl4a-rec-3238-org,febrl4b-rec-3238-dup-0,1.0,dup
febrl4a-rec-3237-org,febrl4b-rec-3237-dup-0,1.0,dup
febrl4a-rec-3236-org,febrl4b-rec-3236-dup-0,1.0,dup
febrl4a-rec-3235-org,febrl4b-rec-3235-dup-0,1.0,dup
febrl4a-rec-3234-org,febrl4b-rec-3234-dup-0,1.0,dup
febrl4a-rec-3233-org,febrl4b-rec-3233-dup-0,1.0,dup
febrl4a-rec-3232-org,febrl4b-rec-3232-dup-0,1.0,dup
febrl4a-rec-3231-org,febrl4b-rec-3231-dup-0,1.0,dup
febrl4a-rec-3230-org,febrl4b-rec-3230-dup-0,1.0,dup
febrl4a-rec-323-org,febrl4b-rec-323-dup-0,1.0,dup
febrl4a-rec-3229-org,febrl4b-rec-3229-dup-0,1.0,dup
febrl4a-rec-3228-org,febrl4b-rec-3228-dup-0,1.0,dup
febrl4a-rec-3227-org,febrl4b-rec-3227-dup-0,1.0,dup
febrl4a-rec-3226-org,febrl4b-rec-3226-dup-0,1.0,dup
febrl4a-rec-3225-org,febrl4b-rec-3225-dup-0,1.0,dup
febrl4a-rec-3224-org,febrl4b-rec-3224-dup-0,1.0,dup
febrl4a-rec-3223-org,febrl4b-rec-3223-dup-0,1.0,dup
febrl4a-rec-3222-org,febrl4b-rec-3222-dup-0,1.0,dup
febrl4a-rec-3221-org,febrl4b-rec-3221-dup-0,1.0,dup
febrl4a-rec-3220-org,febrl4b-rec-3220-dup-0,1.0,dup
febrl4a-rec-322-org,febrl4b-rec-322-dup-0,1.0,dup
febrl4a-rec-3219-org,febrl4b-rec-3219-dup-0,1.0,dup
febrl4a-rec-3218-org,febrl4b-rec-3218-dup-0,1.0,dup
febrl4a-rec-3217-org,febrl4b-rec-3217-dup-0,1.0,dup
febrl4a-rec-3216-org,febrl4b-rec-3216-dup-0,1.0,dup
febrl4a-rec-3215-org,febrl4b-rec-3215-dup-0,1.0,dup
febrl4a-rec-3214-org,febrl4b-rec-3214-dup-0,1.0,dup
febrl4a-rec-3212-org,febrl4b-rec-3212-dup-0,1.0,dup
febrl4a-rec-3211-org,febrl4b-rec-3211-dup-0,1.0,dup
febrl4a-rec-3210-org,febrl4b-rec-3210-dup-0,1.0,dup
febrl4a-rec-321-org,febrl4b-rec-321-dup-0,1.0,dup
febrl4a-rec-3209-org,febrl4b-rec-3209-dup-0,1.0,dup
febrl4a-rec-3208-org,febrl4b-rec-3208-dup-0,1.0,dup
febrl4a-rec-3207-org,febrl4b-rec-3207-dup-0,1.0,dup
febrl4a-rec-3206-org,febrl4b-rec-3206-dup-0,1.0,dup
febrl4a-rec-3205-org,febrl4b-rec-3205-dup-0,1.0,dup
febrl4a-rec-3204-org,febrl4b-rec-3204-dup-0,1.0,dup
febrl4a-rec-3203-org,febrl4b-rec-3203-dup-0,1.0,dup
febrl4a-rec-3202-org,febrl4b-rec-3202-dup-0,1.0,dup
febrl4a-rec-3201-org,febrl4b-rec-3201-dup-0,1.0,dup
febrl4a-rec-3200-org,febrl4b-rec-3200-dup-0,1.0,dup
febrl4a-rec-320-org,febrl4b-rec-320-dup-0,1.0,dup
febrl4a-rec-32-org,febrl4b-rec-32-dup-0,1.0,dup
febrl4a-rec-3199-org,febrl4b-rec-3199-dup-0,1.0,dup
febrl4a-rec-3198-org,febrl4b-rec-3198-dup-0,1.0,dup
febrl4a-rec-3197-org,febrl4b-rec-3197-dup-0,1.0,dup
febrl4a-rec-3196-org,febrl4b-rec-3196-dup-0,1.0,dup
febrl4a-rec-3195-org,febrl4b-rec-3195-dup-0,1.0,dup
febrl4a-rec-3194-org,febrl4b-rec-3194-dup-0,1.0,dup
febrl4a-rec-3193-org,febrl4b-rec-3193-dup-0,1.0,dup
febrl4a-rec-3192-org,febrl4b-rec-3192-dup-0,1.0,dup
febrl4a-rec-3191-org,febrl4b-rec-3191-dup-0,1.0,dup
febrl4a-rec-3190-org,febrl4b-rec-3190-dup-0,1.0,dup
febrl4a-rec-319-org,febrl4b-rec-319-dup-0,1.0,dup
febrl4a-rec-3189-org,febrl4b-rec-3189-dup-0,1.0,dup
febrl4a-rec-3188-org,febrl4b-rec-3188-dup-0,1.0,dup
febrl4a-rec-3187-org,febrl4b-rec-3187-dup-0,1.0,dup
febrl4a-rec-3186-org,febrl4b-rec-3186-dup-0,1.0,dup
febrl4a-rec-3185-org,febrl4b-rec-3185-dup-0,1.0,dup
febrl4a-rec-3184-org,febrl4b-rec-3184-dup-0,1.0,dup
febrl4a-rec-3183-org,febrl4b-rec-3183-dup-0,1.0,dup
febrl4a-rec-3182-org,febrl4b-rec-3182-dup-0,1.0,dup
febrl4a-rec-3181-org,febrl4b-rec-3181-dup-0,1.0,dup
febrl4a-rec-3180-org,febrl4b-rec-3180-dup-0,1.0,dup
febrl4a-rec-318-org,febrl4b-rec-318-dup-0,1.0,dup
febrl4a-rec-3179-org,febrl4b-rec-3179-dup-0,1.0,dup
febrl4a-rec-3178-org,febrl4b-rec-3178-dup-0,1.0,dup
febrl4a-rec-3177-org,febrl4b-rec-3177-dup-0,1.0,dup
febrl4a-rec-3176-org,febrl4b-rec-3176-dup-0,1.0,dup
febrl4a-rec-3175-org,febrl4b-rec-3175-dup-0,1.0,dup
febrl4a-rec-3174-org,febrl4b-rec-3174-dup-0,1.0,dup
febrl4a-rec-3173-org,febrl4b-rec-3173-dup-0,1.0,dup
febrl4a-rec-3172-org,febrl4b-rec-3172-dup-0,1.0,dup
febrl4a-rec-3171-org,febrl4b-rec-3171-dup-0,1.0,dup
febrl4a-rec-3170-org,febrl4b-rec-3170-dup-0,1.0,dup
febrl4a-rec-317-org,febrl4b-rec-317-dup-0,1.0,dup
febrl4a-rec-3169-org,febrl4b-rec-3169-dup-0,1.0,dup
febrl4a-rec-3168-org,febrl4b-rec-3168-dup-0,1.0,dup
febrl4a-rec-3167-org,febrl4b-rec-3167-dup-0,1.0,dup
febrl4a-rec-3166-org,febrl4b-rec-3166-dup-0,1.0,dup
febrl4a-rec-3165-org,febrl4b-rec-3165-dup-0,1.0,dup
febrl4a-rec-3164-org,febrl4b-rec-3164-dup-0,1.0,dup
febrl4a-rec-3163-org,febrl4b-rec-3163-dup-0,1.0,dup
febrl4a-rec-3162-org,febrl4b-rec-3162-dup-0,1.0,dup
febrl4a-rec-3161-org,febrl4b-rec-3161-dup-0,1.0,dup
febrl4a-rec-3160-org,febrl4b-rec-3160-dup-0,1.0,dup
febrl4a-rec-316-org,febrl4b-rec-316-dup-0,1.0,dup
febrl4a-rec-3159-org,febrl4b-rec-3159-dup-0,1.0,dup
febrl4a-rec-3158-org,febrl4b-rec-3158-dup-0,1.0,dup
febrl4a-rec-3156-org,febrl4b-rec-3156-dup-0,1.0,dup
febrl4a-rec-3155-org,febrl4b-rec-3155-dup-0,1.0,dup
febrl4a-rec-3154-org,febrl4b-rec-3154-dup-0,1.0,dup
febrl4a-rec-3153-org,febrl4b-rec-3153-dup-0,1.0,dup
febrl4a-rec-3152-org,febrl4b-rec-3152-dup-0,1.0,dup
febrl4a-rec-3151-org,febrl4b-rec-3151-dup-0,1.0,dup
febrl4a-rec-3150-org,febrl4b-rec-3150-dup-0,1.0,dup
febrl4a-rec-315-org,febrl4b-rec-315-dup-0,1.0,dup
febrl4a-rec-3149-org,febrl4b-rec-3149-dup-0,1.0,dup
febrl4a-rec-3148-org,febrl4b-rec-3148-dup-0,1.0,dup
febrl4a-rec-3147-org,febrl4b-rec-3147-dup-0,1.0,dup
febrl4a-rec-3146-org,febrl4b-rec-3146-dup-0,1.0,dup
febrl4a-rec-3145-org,febrl4b-rec-3145-dup-0,1.0,dup
febrl4a-rec-3144-org,febrl4b-rec-3144-dup-0,1.0,dup
febrl4a-rec-3143-org,febrl4b-rec-3143-dup-0,1.0,dup
febrl4a-rec-3142-org,febrl4b-rec-3142-dup-0,1.0,dup
febrl4a-rec-3141-org,febrl4b-rec-3141-dup-0,1.0,dup
febrl4a-rec-314-org,febrl4b-rec-314-dup-0,1.0,dup
febrl4a-rec-3139-org,febrl4b-rec-3139-dup-0,1.0,dup
febrl4a-rec-3138-org,febrl4b-rec-3138-dup-0,1.0,dup
febrl4a-rec-3137-org,febrl4b-rec-3137-dup-0,1.0,dup
febrl4a-rec-3136-org,febrl4b-rec-3136-dup-0,1.0,dup
febrl4a-rec-3135-org,febrl4b-rec-3135-dup-0,1.0,dup
febrl4a-rec-3134-org,febrl4b-rec-3134-dup-0,1.0,dup
febrl4a-rec-3133-org,febrl4b-rec-3133-dup-0,1.0,dup
febrl4a-rec-3132-org,febrl4b-rec-3132-dup-0,1.0,dup
febrl4a-rec-3131-org,febrl4b-rec-3131-dup-0,1.0,dup
febrl4a-rec-3130-org,febrl4b-rec-3130-dup-0,1.0,dup
febrl4a-rec-313-org,febrl4b-rec-313-dup-0,1.0,dup
febrl4a-rec-3129-org,febrl4b-rec-3129-dup-0,1.0,dup
febrl4a-rec-3128-org,febrl4b-rec-3128-dup-0,1.0,dup
febrl4a-rec-3127-org,febrl4b-rec-3127-dup-0,1.0,dup
febrl4a-rec-3126-org,febrl4b-rec-3126-dup-0,1.0,dup
febrl4a-rec-3125-org,febrl4b-rec-3125-dup-0,1.0,dup
febrl4a-rec-3124-org,febrl4b-rec-3124-dup-0,1.0,dup
febrl4a-rec-3123-org,febrl4b-rec-3123-dup-0,1.0,dup
febrl4a-rec-3122-org,febrl4b-rec-3122-dup-0,1.0,dup
febrl4a-rec-3121-org,febrl4b-rec-3121-dup-0,1.0,dup
febrl4a-rec-3120-org,febrl4b-rec-3120-dup-0,1.0,dup
febrl4a-rec-312-org,febrl4b-rec-312-dup-0,1.0,dup
febrl4a-rec-3119-org,febrl4b-rec-3119-dup-0,1.0,dup
febrl4a-rec-3118-org,febrl4b-rec-3118-dup-0,1.0,dup
febrl4a-rec-3117-org,febrl4b-rec-3117-dup-0,1.0,dup
febrl4a-rec-3116-org,febrl4b-rec-3116-dup-0,1.0,dup
febrl4a-rec-3115-org,febrl4b-rec-3115-dup-0,1.0,dup
febrl4a-rec-3114-org,febrl4b-rec-3114-dup-0,1.0,dup
febrl4a-rec-3113-org,febrl4b-rec-3113-dup-0,1.0,dup
febrl4a-rec-3112-org,febrl4b-rec-3112-dup-0,1.0,dup
febrl4a-rec-3111-org,febrl4b-rec-3111-dup-0,1.0,dup
febrl4a-rec-3110-org,febrl4b-rec-3110-dup-0,1.0,dup
febrl4a-rec-311-org,febrl4b-rec-311-dup-0,1.0,dup
febrl4a-rec-3109-org,febrl4b-rec-3109-dup-0,1.0,dup
febrl4a-rec-3108-org,febrl4b-rec-3108-dup-0,1.0,dup
febrl4a-rec-3107-org,febrl4b-rec-3107-dup-0,1.0,dup
febrl4a-rec-3106-org,febrl4b-rec-3106-dup-0,1.0,dup
febrl4a-rec-3105-org,febrl4b-rec-3105-dup-0,1.0,dup
febrl4a-rec-3104-org,febrl4b-rec-3104-dup-0,1.0,dup
febrl4a-rec-3103-org,febrl4b-rec-3103-dup-0,1.0,dup
febrl4a-rec-3102-org,febrl4b-rec-3102-dup-0,1.0,dup
febrl4a-rec-3101-org,febrl4b-rec-3101-dup-0,1.0,dup
febrl4a-rec-3100-org,febrl4b-rec-3100-dup-0,1.0,dup
febrl4a-rec-310-org,febrl4b-rec-310-dup-0,1.0,dup
febrl4a-rec-31-org,febrl4b-rec-31-dup-0,1.0,dup
febrl4a-rec-3099-org,febrl4b-rec-3099-dup-0,1.0,dup
febrl4a-rec-3098-org,febrl4b-rec-3098-dup-0,1.0,dup
febrl4a-rec-3097-org,febrl4b-rec-3097-dup-0,1.0,dup
febrl4a-rec-3096-org,febrl4b-rec-3096-dup-0,1.0,dup
febrl4a-rec-3095-org,febrl4b-rec-3095-dup-0,1.0,dup
febrl4a-rec-3094-org,febrl4b-rec-3094-dup-0,1.0,dup
febrl4a-rec-3093-org,febrl4b-rec-3093-dup-0,1.0,dup
febrl4a-rec-3092-org,febrl4b-rec-3092-dup-0,1.0,dup
febrl4a-rec-3091-org,febrl4b-rec-3091-dup-0,1.0,dup
febrl4a-rec-3090-org,febrl4b-rec-3090-dup-0,1.0,dup
febrl4a-rec-3089-org,febrl4b-rec-3089-dup-0,1.0,dup
febrl4a-rec-3088-org,febrl4b-rec-3088-dup-0,1.0,dup
febrl4a-rec-3087-org,febrl4b-rec-3087-dup-0,1.0,dup
febrl4a-rec-3086-org,febrl4b-rec-3086-dup-0,1.0,dup
febrl4a-rec-3085-org,febrl4b-rec-3085-dup-0,1.0,dup
febrl4a-rec-3084-org,febrl4b-rec-3084-dup-0,1.0,dup
febrl4a-rec-3083-org,febrl4b-rec-3083-dup-0,1.0,dup
febrl4a-rec-3082-org,febrl4b-rec-3082-dup-0,1.0,dup
febrl4a-rec-3081-org,febrl4b-rec-3081-dup-0,1.0,dup
febrl4a-rec-3080-org,febrl4b-rec-3080-dup-0,1.0,dup
febrl4a-rec-308-org,febrl4b-rec-308-dup-0,1.0,dup
febrl4a-rec-3079-org,febrl4b-rec-3079-dup-0,1.0,dup
febrl4a-rec-3078-org,febrl4b-rec-3078-dup-0,1.0,dup
febrl4a-rec-3077-org,febrl4b-rec-3077-dup-0,1.0,dup
febrl4a-rec-3076-org,febrl4b-rec-3076-dup-0,1.0,dup
febrl4a-rec-3075-org,febrl4b-rec-3075-dup-0,1.0,dup
febrl4a-rec-3074-org,febrl4b-rec-3074-dup-0,1.0,dup
febrl4a-rec-3073-org,febrl4b-rec-3073-dup-0,1.0,dup
febrl4a-rec-3072-org,febrl4b-rec-3072-dup-0,1.0,dup
febrl4a-rec-3071-org,febrl4b-rec-3071-dup-0,1.0,dup
febrl4a-rec-3070-org,febrl4b-rec-3070-dup-0,1.0,dup
febrl4a-rec-307-org,febrl4b-rec-307-dup-0,1.0,dup
febrl4a-rec-3069-org,febrl4b-rec-3069-dup-0,1.0,dup
febrl4a-rec-3068-org,febrl4b-rec-3068-dup-0,1.0,dup
febrl4a-rec-3067-org,febrl4b-rec-3067-dup-0,1.0,dup
febrl4a-rec-3066-org,febrl4b-rec-3066-dup-0,1.0,dup
febrl4a-rec-3064-org,febrl4b-rec-3064-dup-0,1.0,dup
febrl4a-rec-3063-org,febrl4b-rec-3063-dup-0,1.0,dup
febrl4a-rec-3062-org,febrl4b-rec-3062-dup-0,1.0,dup
febrl4a-rec-3061-org,febrl4b-rec-3061-dup-0,1.0,dup
febrl4a-rec-3060-org,febrl4b-rec-3060-dup-0,1.0,dup
febrl4a-rec-306-org,febrl4b-rec-306-dup-0,1.0,dup
febrl4a-rec-3059-org,febrl4b-rec-3059-dup-0,1.0,dup
febrl4a-rec-3058-org,febrl4b-rec-3058-dup-0,1.0,dup
febrl4a-rec-3057-org,febrl4b-rec-3057-dup-0,1.0,dup
febrl4a-rec-3056-org,febrl4b-rec-3056-dup-0,1.0,dup
febrl4a-rec-3055-org,febrl4b-rec-3055-dup-0,1.0,dup
febrl4a-rec-3054-org,febrl4b-rec-3054-dup-0,1.0,dup
febrl4a-rec-3053-org,febrl4b-rec-3053-dup-0,1.0,dup
febrl4a-rec-3052-org,febrl4b-rec-3052-dup-0,1.0,dup
febrl4a-rec-3051-org,febrl4b-rec-3051-dup-0,1.0,dup
febrl4a-rec-3050-org,febrl4b-rec-3050-dup-0,1.0,dup
febrl4a-rec-305-org,febrl4b-rec-305-dup-0,1.0,dup
febrl4a-rec-3049-org,febrl4b-rec-3049-dup-0,1.0,dup
febrl4a-rec-3048-org,febrl4b-rec-3048-dup-0,1.0,dup
febrl4a-rec-3046-org,febrl4b-rec-3046-dup-0,1.0,dup
febrl4a-rec-3045-org,febrl4b-rec-3045-dup-0,1.0,dup
febrl4a-rec-3044-org,febrl4b-rec-3044-dup-0,1.0,dup
febrl4a-rec-3043-org,febrl4b-rec-3043-dup-0,1.0,dup
febrl4a-rec-3042-org,febrl4b-rec-3042-dup-0,1.0,dup
febrl4a-rec-3041-org,febrl4b-rec-3041-dup-0,1.0,dup
febrl4a-rec-3040-org,febrl4b-rec-3040-dup-0,1.0,dup
febrl4a-rec-304-org,febrl4b-rec-304-dup-0,1.0,dup
febrl4a-rec-3039-org,febrl4b-rec-3039-dup-0,1.0,dup
febrl4a-rec-3038-org,febrl4b-rec-3038-dup-0,1.0,dup
febrl4a-rec-3037-org,febrl4b-rec-3037-dup-0,1.0,dup
febrl4a-rec-3035-org,febrl4b-rec-3035-dup-0,1.0,dup
febrl4a-rec-3034-org,febrl4b-rec-3034-dup-0,1.0,dup
febrl4a-rec-3033-org,febrl4b-rec-3033-dup-0,1.0,dup
febrl4a-rec-3032-org,febrl4b-rec-3032-dup-0,1.0,dup
febrl4a-rec-3031-org,febrl4b-rec-3031-dup-0,1.0,dup
febrl4a-rec-3030-org,febrl4b-rec-3030-dup-0,1.0,dup
febrl4a-rec-303-org,febrl4b-rec-303-dup-0,1.0,dup
febrl4a-rec-3029-org,febrl4b-rec-3029-dup-0,1.0,dup
febrl4a-rec-3027-org,febrl4b-rec-3027-dup-0,1.0,dup
febrl4a-rec-3026-org,febrl4b-rec-3026-dup-0,1.0,dup
febrl4a-rec-3025-org,febrl4b-rec-3025-dup-0,1.0,dup
febrl4a-rec-3024-org,febrl4b-rec-3024-dup-0,1.0,dup
febrl4a-rec-3023-org,febrl4b-rec-3023-dup-0,1.0,dup
febrl4a-rec-3022-org,febrl4b-rec-3022-dup-0,1.0,dup
febrl4a-rec-3021-org,febrl4b-rec-3021-dup-0,1.0,dup
febrl4a-rec-3020-org,febrl4b-rec-3020-dup-0,1.0,dup
febrl4a-rec-302-org,febrl4b-rec-302-dup-0,1.0,dup
febrl4a-rec-3019-org,febrl4b-rec-3019-dup-0,1.0,dup
febrl4a-rec-3018-org,febrl4b-rec-3018-dup-0,1.0,dup
febrl4a-rec-3017-org,febrl4b-rec-3017-dup-0,1.0,dup
febrl4a-rec-3016-org,febrl4b-rec-3016-dup-0,1.0,dup
febrl4a-rec-3015-org,febrl4b-rec-3015-dup-0,1.0,dup
febrl4a-rec-3014-org,febrl4b-rec-3014-dup-0,1.0,dup
febrl4a-rec-3013-org,febrl4b-rec-3013-dup-0,1.0,dup
febrl4a-rec-3012-org,febrl4b-rec-3012-dup-0,1.0,dup
febrl4a-rec-3011-org,febrl4b-rec-3011-dup-0,1.0,dup
febrl4a-rec-3010-org,febrl4b-rec-3010-dup-0,1.0,dup
febrl4a-rec-301-org,febrl4b-rec-301-dup-0,1.0,dup
febrl4a-rec-3009-org,febrl4b-rec-3009-dup-0,1.0,dup
febrl4a-rec-3008-org,febrl4b-rec-3008-dup-0,1.0,dup
febrl4a-rec-3007-org,febrl4b-rec-3007-dup-0,1.0,dup
febrl4a-rec-3006-org,febrl4b-rec-3006-dup-0,1.0,dup
febrl4a-rec-3005-org,febrl4b-rec-3005-dup-0,1.0,dup
febrl4a-rec-3004-org,febrl4b-rec-3004-dup-0,1.0,dup
febrl4a-rec-3003-org,febrl4b-rec-3003-dup-0,1.0,dup
febrl4a-rec-3002-org,febrl4b-rec-3002-dup-0,1.0,dup
febrl4a-rec-3001-org,febrl4b-rec-3001-dup-0,1.0,dup
febrl4a-rec-3000-org,febrl4b-rec-3000-dup-0,1.0,dup
febrl4a-rec-300-org,febrl4b-rec-300-dup-0,1.0,dup
febrl4a-rec-30-org,febrl4b-rec-30-dup-0,1.0,dup
febrl4a-rec-3-org,febrl4b-rec-3-dup-0,1.0,dup
febrl4a-rec-2999-org,febrl4b-rec-2999-dup-0,1.0,dup
febrl4a-rec-2998-org,febrl4b-rec-2998-dup-0,1.0,dup
febrl4a-rec-2997-org,febrl4b-rec-2997-dup-0,1.0,dup
febrl4a-rec-2996-org,febrl4b-rec-2996-dup-0,1.0,dup
febrl4a-rec-2995-org,febrl4b-rec-2995-dup-0,1.0,dup
febrl4a-rec-2994-org,febrl4b-rec-2994-dup-0,1.0,dup
febrl4a-rec-2993-org,febrl4b-rec-2993-dup-0,1.0,dup
febrl4a-rec-2992-org,febrl4b-rec-2992-dup-0,1.0,dup
febrl4a-rec-2991-org,febrl4b-rec-2991-dup-0,1.0,dup
febrl4a-rec-2990-org,febrl4b-rec-2990-dup-0,1.0,dup
febrl4a-rec-299-org,febrl4b-rec-299-dup-0,1.0,dup
febrl4a-rec-2989-org,febrl4b-rec-2989-dup-0,1.0,dup
febrl4a-rec-2988-org,febrl4b-rec-2988-dup-0,1.0,dup
febrl4a-rec-2987-org,febrl4b-rec-2987-dup-0,1.0,dup
febrl4a-rec-2986-org,febrl4b-rec-2986-dup-0,1.0,dup
febrl4a-rec-2985-org,febrl4b-rec-2985-dup-0,1.0,dup
febrl4a-rec-2984-org,febrl4b-rec-2984-dup-0,1.0,dup
febrl4a-rec-2983-org,febrl4b-rec-2983-dup-0,1.0,dup
febrl4a-rec-2982-org,febrl4b-rec-2982-dup-0,1.0,dup
febrl4a-rec-2981-org,febrl4b-rec-2981-dup-0,1.0,dup
febrl4a-rec-2980-org,febrl4b-rec-2980-dup-0,1.0,dup
febrl4a-rec-298-org,febrl4b-rec-298-dup-0,1.0,dup
febrl4a-rec-2979-org,febrl4b-rec-2979-dup-0,1.0,dup
febrl4a-rec-2978-org,febrl4b-rec-2978-dup-0,1.0,dup
febrl4a-rec-2977-org,febrl4b-rec-2977-dup-0,1.0,dup
febrl4a-rec-2976-org,febrl4b-rec-2976-dup-0,1.0,dup
febrl4a-rec-2975-org,febrl4b-rec-2975-dup-0,1.0,dup
febrl4a-rec-2974-org,febrl4b-rec-2974-dup-0,1.0,dup
febrl4a-rec-2973-org,febrl4b-rec-2973-dup-0,1.0,dup
febrl4a-rec-2972-org,febrl4b-rec-2972-dup-0,1.0,dup
febrl4a-rec-2971-org,febrl4b-rec-2971-dup-0,1.0,dup
febrl4a-rec-2970-org,febrl4b-rec-2970-dup-0,1.0,dup
febrl4a-rec-297-org,febrl4b-rec-297-dup-0,1.0,dup
febrl4a-rec-2969-org,febrl4b-rec-2969-dup-0,1.0,dup
febrl4a-rec-2968-org,febrl4b-rec-2968-dup-0,1.0,dup
febrl4a-rec-2967-org,febrl4b-rec-2967-dup-0,1.0,dup
febrl4a-rec-2966-org,febrl4b-rec-2966-dup-0,1.0,dup
febrl4a-rec-2965-org,febrl4b-rec-2965-dup-0,1.0,dup
febrl4a-rec-2964-org,febrl4b-rec-2964-dup-0,1.0,dup
febrl4a-rec-2963-org,febrl4b-rec-2963-dup-0,1.0,dup
febrl4a-rec-2962-org,febrl4b-rec-2962-dup-0,1.0,dup
